pr;XML;Concurrency;HTTP;Memory;Network;CommandLine;OpenOffice Documents;Utils;Dependency;Throws;Logging;Latex;Data Structure;Test;JDK;Runtime;IO;Annotation ;UI;Security;Database;User Preferences;Data;Monitoring;Text Utility;Title;Body
3245;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;fix dblp fetcher;   -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3246;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;implement native messaging;   -->  this pr implements  native messaging  so that jabref is able to talk to firefox and chrome (or other browser) extensions    i tried around a lot with directly implementing native messaging using java. it worked in principle but was really unstable (everything jabref wrote in the command line made crashed firefox). thus  in the end  i went for a simple powershell script that handles the  native messaging  stuff and converts it to simple command line arguments. as a positive side effect  you can now specify bibtex code for import directly as a command line argument.  i also took the opportunity to slightly improve the code concerning with the remote listener (the old version didn t allowed arguments with line breaks to be passed).   the installation routine still needs to be automated and this is where i need help. @siedlerchr @koppor could you please have a look at the following things: -  copy [jabref.json](  [jabref.bat]( and [jabref.ps1]( to the same directory as  jabref.exe . - make sure that the correct file name of the jabref  .jar  file is specified in  jabref.ps1  under  $jabrefjarfilename . - run  reg add  hkey_local_machine\software\mozilla\nativemessaginghosts\org.jabref.jabref  /ve /d  c:\path\to\jabref.json  /f  from the console (with the correct path to the  jabref.json  file).  things that may be improved in the future:  -  [breakaway from firefox process group]( (otherwise closing firefox automatically closes jabref if native messaging was used to open jabref) -  implement things that are special to [chrome]( and [edge](  ----  -   -   -   () -  -   ( [](  -  if you changed the localization: did you run  gradle ate ?
3248;1;0;1;0;1;0;0;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;1;0;1;fix for issue 2811: bibtexkey generator does not use crossref information;see #2811  the bibtex key generator now uses crossreferenced entries if required fields are empty.  -   -   -  -   ( []()?)
3272;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;open statistics dialog from correct thread;the dialog to ask for collecting anonymous statistics needs to be created in the swing edt. do so using swingutilities.invokelater().  this is a follow-up on 7ef2b3a and should finally 2955.     -->  no addition to changelog.md as 7ef2b3a already included a corresponding entry.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;set wm_class to org-jabref-jabrefmain;wm_class is used by certain un*x window managers  such as gnome  to map windows to the corresponding application. currently wm_class is set to java-lang-thread which is very generic and not unique to jabref. instead  use reflection to set it to org-jabref-jabrefmain which resembles the main class name.  the implementation in this pr is based on this blog post:  by now you find similar solutions in several java applications. i m not aware of a more convenient way to manually set wm_class.  i tested the change on a linux system running gnome 3 and also on macos to rule out any cross-platform issues. also i chose the wm_class name that matches the startupwmclass in [buildres/snapcraft/jabref.desktop](../blob/master/buildres/snapcraft/jabref.desktop)  so no changes are necessary in there.     -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3277;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;export pdf;   -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3287;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;change oo paths to libre office in preferences;hopefully enough to 3263     -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3288;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;empty string instead of n/a in file annotations;3280  @jabref/developers any votes against this? @lynyus
3303;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;open unix filenames with spaces;3264 we need to check if we need to escape the other unix paths too.
3305;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;improvement for java fx font rendering on linux;the font-rendering of java fx on linux seems to be generally not as good as on other systems. i found the repo [java fx hates linux]( helpful which made a comparison for different settings for the *prism rendering engine*.  that being said  i found simply setting      java system.setproperty( prism.text    t2k )  system.setproperty( prism.lcdtext    true )      provides the best font rendering without having to make changes in css that might affect other systems.  this pull-request adds a checkbox under settings -> appearance -> look and feel to turn this on after a restart. i incorporated it into the preference framework. on linux  it is turned on in the default settings.   ![settings](  when turning it is turned on  the fonts are less blurry and the color bleaching is highly reduced (although we don t use gray scale font smoothing!). compare these two screenshots:  1. [tweaks turned off]( 2. [tweaks turned on](  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3308;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;add \textendash to the html conversion table;3307 by adding \textendash to the html conversion table  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3315;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;fix freezing when running cleanup file operations like rename;i noticed a problem when executing a rename cleanup operation. it lead to a freeze. the only thing is that currently the defaulttaskexectutor resides in gui.  moving it to logic or model would be possible (but still not the best idea)       -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3318;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;fix npe in maintable;   -->  as observed by @stefan-kolb in  the npe resulted from the strange  matches(null)  code. this is fixed now. not sure if this actually fixes the problem of #3275.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3320;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;increase relative size of abstract field in editor;   -->  someone had the abstract field in the  required  tab. since all fields were treated the same way  the abstract field was as big as the other fields resulting in a inconvenient display. see  with this pr the solution for the keywords field is adopted and the abstract gets a bigger weight.  ~~not yet ready for review  a bit of code cleanup is still coming.~~  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3325;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;3292: annotations are now automatically refreshed;   -->  this pr aims to 3292 by removing the refresh button completely and monitoring the pdf files automatically for changes. in the progress of the implementation a few refactorings were made:  - extract the file monitoring functionality from  fileupdatemonitor  to a new class and convert the timestamp-based method to the new nio watcher interface. - extract the conflict handling code by external bib file changes from the base panel to a new class  databasechangemonitor   where also some of the old code from  fileupdatemonitor  now finds a new home. this class is still a bit ugly but in my opinion better than before. i hope that the conflict handling still works as expected. i tested it but might have missed some special cases/configurations.  -----  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3327;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;fix location bundle with fast access;this pr addresses the issue i mentioned under [localization memory]( to provide a reasonable implementation and not only a bugfix i had to change the layout. these things bothered me the most:  -  localizationbundle  and  localization  were calling each other. we needed  localization  to create the keys in the bundle and on the other hand  the  localizationbundle  was only used in the  localization  class -  localization  seemed like a quick fix to provide messages as bundle to java fx - on each call to any function in these classes  the unescaping of messages was done again. this  in particular  was the reason why showed up as hot spot in the profiler  to unify the implementation  i based the complete  localization  framework on two instances (menus and messages) of  localizationbundle  and made this an internal class as it should not be used without it. the bundles are (re)created when  setlanguage  is called and contain the unescaped keys and messages for the specified language as a fast hash table.  this enables two things: (1) we can pass the  localizationbundle  instance directly to java fx with  getmessages  and since we only pass the reference to the hash table  it will be instantaneous. (2) every call to  lang  or  menutitle  is a simple lookup in the hash table and a replacement of possible parameters in the string.  the public api for  localization   meaning  lang    menutitle    getmessages  and  setlanguage  did not change and works as expected. during profiling/debugging i noticed  however  that there is a flaw in the jabref startup. the language is set after the initialization of the preferences. at least one preference setting uses a localized string in a static field. since when uninitialized  the  localization  reverts back to  en   these strings will never be in the user language (see [this issue]( furthermore  due to this access  the  localization  framework will always be initialized several times. once in the init of the preferences and once further down in  main .  this can only be fixed by pushing  setlanguage  to the initialization of the preferences which i did. one additional minor thing was that one message key was used escaped and had to be unescaped. other than that  this implementation worked out of the box and passed all existing localization tests.  i commented my code heavily and would be glad if someone would review it. don t forget that i m looking only about 5 days on the code base and it is very likely i have overlooked something.
3328;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;small fix in drag and drop handler of linked files;   -->  couldn t push to master directly for some reason.   -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
3329;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;codecleanup;   --> why do i get the following error when trying to push to master?!  >git checkout origin/master -b codecleanup git push origin master to   ! [rejected]            master -> master (fetch first) error: failed to push some refs to    hint: updates were rejected because the remote contains work that you do hint: not have locally. this is usually caused by another repository pushing hint: to the same ref. you may want to first integrate the remote changes hint: (e.g.   git pull ... ) before pushing again. hint: see the  note about fast-forwards  in  git push --help  for details.  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
